Sales_Record_ID,Product_ID,Product_Key,Source_Month,Category,Stock Code,Description,Record_Type,Level,Sold Period,Transaction_Status,Unit Cost,Unit Price,Cost Sales,Sales Value,Profit,Profit %,Cost_Sales_Reconciliation_Flag
374,8,10234470,Nov,WHITES ACCESSORIES,10234470,Miele Nature Flacon,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,5.01,13.99,5.01,9.16,4.15,45.31,MATCH
375,12,10795780,Nov,WHITES ACCESSORIES,10795780,Sensitive Ultra Phase 2,PRODUCT,3,2,POSITIVE_SALES_ACTIVITY,7.67,16.49,15.34,27.48,12.14,44.18,MATCH
376,6,10009310,Nov,WHITES ACCESSORIES,10009310,Miele GGRP Gourmet Griddle Plate,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,130.96,228.99,130.96,83.33,-47.63,-57.16,MATCH
377,23,11891600,Nov,WHITES ACCESSORIES,11891600,Miele Ultra Phase 1 WA UP1 1402 L,PRODUCT,2,3,POSITIVE_SALES_ACTIVITY,8.58,14.99,25.74,37.48,11.74,31.32,MATCH
378,24,11891800,Nov,WHITES ACCESSORIES,11891800,Miele Ultra Phase 2 WA UP2 1402,PRODUCT,7,1,POSITIVE_SALES_ACTIVITY,8.58,14.99,8.58,12.49,3.91,31.31,MATCH
379,25,12022180,Nov,WHITES ACCESSORIES,12022180,Miele Flacon Rose Up to 50 cycles,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,7.35,12.99,7.35,9.16,1.81,19.76,MATCH
380,220,9029865202,Nov,WHITES ACCESSORIES,9029865202,AEG Easy2Clean Plancha Grill,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,79.68,140.49,79.68,106.25,26.57,25.01,MATCH
381,1429,Z1608BX0,Nov,WHITES ACCESSORIES,Z1608BX0,Neff Clip Rail Full Extension St/St,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,36.33,86.49,36.33,57.5,21.17,36.82,MATCH
382,169,5513292811,Dec,ACCESSORIES,5513292811,"Water Filter for ETAM, ECAM,",PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,9.97,15.49,9.97,12.91,2.94,22.77,MATCH
383,385,DLSC500,Dec,ACCESSORIES,DLSC500,Delonghi Descaler,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,7.77,14.49,7.77,12.08,4.31,35.68,MATCH
384,1075,SES003BSS0,Dec,ACCESSORIES,SES003BSS0,Sage Temperature Control Jug St,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,19.34,29.99,38.68,43.32,4.64,10.71,MATCH
385,1162,SV93605G,Dec,ACCESSORIES,SV93605G,OFA Digi ANT Indoor Amp to 45dB,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,19.17,33.99,19.17,29.13,9.96,34.19,MATCH
386,526,GO524,Dec,ACCESSORIES,GO524,GO IRE to EU Travel Adaptor,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,4.96,9.49,4.96,7.49,2.53,33.78,MATCH
387,527,GO528,Dec,ACCESSORIES,GO528,GO Ireland to Australia travel Adaptor,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,4.84,9.49,9.68,15.82,6.14,38.81,MATCH
388,529,GO554,Dec,ACCESSORIES,GO554,GO USA to Ireland travel adapter,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,5.04,9.49,5.04,7.91,2.87,36.28,MATCH
389,120,430009,Dec,ACCESSORIES,430009,MERCURY 4 GANG SURGE 2M,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,6.22,12.99,12.44,21.66,9.22,42.57,MATCH
390,1073,SEA501BTR0,Dec,ACCESSORIES,SEA501BTR0,The Knock Box 10 - Black Truffle,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,19.13,31.49,19.13,24.96,5.83,23.36,MATCH
391,1386,WP100EU,Dec,ACCESSORIES,WP100EU,Ninja Wireless Food Probe,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,66.13,95.99,66.13,58.33,-7.8,-13.37,MATCH
392,308,BLP41.AOCT,Dec,BLENDERS,BLP41.AOCT,KENWOOD 2LITRE BLENDER,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,29.85,42.49,29.85,37.49,7.64,20.38,MATCH
393,790,MQ9135XI,Dec,BLENDERS,MQ9135XI,Braun Multiquick 9 Hand Blender,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,51.82,101.49,51.82,74.88,23.06,30.8,MATCH
394,287,BC151UKNV,Dec,BLENDERS,BC151UKNV,Ninja Blast Blender,PRODUCT,3,2,POSITIVE_SALES_ACTIVITY,33.99,50.99,67.98,66.65,-1.33,-2.0,MATCH
395,1202,TB301UK,Dec,BLENDERS,TB301UK,Ninja Detect Duo Power Blender Pro,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,135.98,203.49,135.98,124.99,-10.99,-8.79,MATCH
396,787,MQ10.001PW,Dec,BLENDERS,MQ10.001PW,Braun Multiquick 1,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,8.81,25.99,8.81,15.83,7.02,44.35,MATCH
397,510,FS301UK,Dec,BLENDERS,FS301UK,Ninja Slushy Maker,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,94.37,296.99,94.37,187.5,93.13,49.67,MATCH
398,257,AKL307IX,Dec,BUILT UNDER DBL OVEN,AKL307IX,Whirlpool (F154245) Built Under,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,345.53,594.49,345.53,422.5,76.97,18.22,MATCH
399,759,LP02,Dec,BULBS,LP02,FRIDGE BULB 15W,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,0.5,4.49,0.5,3.74,3.24,86.63,MATCH
400,1191,TAPOL510B,Dec,BULBS,TAPOL510B,Tapo Smart Wifi Dimmable Bayonet,PRODUCT,10,1,POSITIVE_SALES_ACTIVITY,6.21,13.99,6.21,7.49,1.28,17.09,MATCH
401,667,JEGJDB332,Dec,BULBS,JEGJDB332,JEGS CD3 42W XENON G9,PRODUCT,7,1,POSITIVE_SALES_ACTIVITY,1.43,2.99,1.43,2.49,1.06,42.57,MATCH
402,1229,TP62VR,Dec,CABLES,TP62VR,Deltaco Cat6 U/UTP Patch cable 2M,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,2.67,5.49,2.67,4.58,1.91,41.7,MATCH
403,119,430007,Dec,CABLES,430007,Mercury UK Switch 4Gang 2.0m,PRODUCT,0,3,POSITIVE_SALES_ACTIVITY,7.69,11.99,23.07,28.31,5.24,18.51,MATCH
404,805,MUQW3ZM/A,Dec,CABLES,MUQW3ZM/A,Apple Lightning to USB Cable (1m),PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,12.78,21.49,12.78,15.83,3.05,19.27,MATCH
405,780,MM512R,Dec,CABLES,MM512R,Deltaco RCA to 3.5mm Audio Cable,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,2.56,5.49,2.56,4.58,2.02,44.1,MATCH
406,118,429872,Dec,CABLES,429872,UK Gang Reel 10m 4 way,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,15.13,0.49,30.26,37.49,7.23,19.29,MATCH
407,20,112072,Dec,CABLES,112072,3xRCA M - 3xRCA M Lead 1.5m,PRODUCT,0,3,POSITIVE_SALES_ACTIVITY,1.74,2.99,5.22,7.48,2.26,30.21,MATCH
408,18,112030,Dec,CABLES,112030,Flylead F Male - F Male 2.0m,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,1.47,4.49,1.47,3.74,2.27,60.7,MATCH
409,546,GVMA041WE,Dec,CABLES,GVMA041WE,Groove 1mt MFI Apple to USB-A,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,7.05,12.99,7.05,12.5,5.45,43.6,MATCH
410,548,GVMA046WE,Dec,CABLES,GVMA046WE,Groove 1mt MFI Apple to USB-C,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,9.15,45.99,18.3,28.32,10.02,35.38,MATCH
411,545,GVMA025WE,Dec,CABLES,GVMA025WE,Groove 3mt 100w USB-C to USB-C,PRODUCT,0,3,POSITIVE_SALES_ACTIVITY,6.57,12.49,19.71,32.07,12.36,38.54,MATCH
412,290,BCFE101,Dec,CHEST FREEZERS,BCFE101,Belling 98L 550mm Wide Chest,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,113.31,169.95,113.31,140.83,27.52,19.54,MATCH
413,1072,SEA501BSS0,Dec,COFFEE ACCESSORIES,SEA501BSS0,Sage The Knock Box 10,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,19.13,31.49,19.13,24.96,5.83,23.36,MATCH
414,46,210003,Dec,COFFEE ACCESSORIES,210003,Morphy Richards St/St Milk Frother,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,25.95,41.49,25.95,32.5,6.55,20.15,MATCH
415,1086,SES878BSS4,Dec,COFFEE MAKERS,SES878BSS4,"Sage Coffee Machine""The Barista",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,388.71,619.99,388.71,516.66,127.95,24.76,MATCH
416,1088,SES878BTR4,Dec,COFFEE MAKERS,SES878BTR4,Sage Black Truffle Barista Pro,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,362.8,679.49,362.8,524.17,161.37,30.79,MATCH
417,424,EC9155.MB,Dec,COFFEE MAKERS,EC9155.MB,DeLonghi La Specailista Arte Coffee,PRODUCT,2,-1,NEGATIVE_SALES_ACTIVITY,252.67,509.49,-252.67,-274.17,-21.5,7.84,MATCH
418,338,CL4TT11G0,Dec,COFFEE MAKERS,CL4TT11G0,Neff N90 Built in Coffee Maker,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1297.7,1947.49,1297.7,1540.83,243.13,15.78,MATCH
419,481,EXAM440.55.BDELONGHI,Dec,COFFEE MAKERS,EXAM440.55.BDeLonghi,Rivelia Bean to Cup Coffee,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,466.45,764.49,466.45,454.17,-12.28,-2.7,MATCH
420,1092,SES881BTR4,Dec,COFFEE MAKERS,SES881BTR4,Sage Black Truffle Barista Touch,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,673.78,1104.99,673.78,749.17,75.39,10.06,MATCH
421,1078,SES876ALM4,Dec,COFFEE MAKERS,SES876ALM4,The Barista Express Impress Almond,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,369.4,605.99,369.4,499.99,130.59,26.12,MATCH
422,426,ECAM220.22.,Dec,COFFEE MAKERS,ECAM220.22.,DeLonghi Magnifica Start Automatic,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,200.27,409.99,200.27,249.99,49.72,19.89,MATCH
423,1094,SES995BSS4,Dec,COFFEE MAKERS,SES995BSS4,SAGE ORACLE DUAL BOILER,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,1509.08,2435.49,1509.08,1707.5,198.42,11.62,MATCH
424,415,DWQ66DM50,Dec,COOKER HOODS,DWQ66DM50,Bosch 60cm St/Steel Series 4 Hood,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,306.2,499.0,306.2,376.67,70.47,18.71,MATCH
425,380,DGE5861HM,Dec,COOKER HOODS,DGE5861HM,AEG 80cm Canopy Cooker Hood,PRODUCT,1,-1,NEGATIVE_SALES_ACTIVITY,359.55,552.99,-359.55,-340.83,18.72,-5.49,MATCH
426,508,FOLDGRA72,Dec,COOKER HOODS,FOLDGRA72,Elica 72cm Fold Hood Grey,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,172.55,313.99,172.55,182.5,9.95,5.45,MATCH
427,616,INTEGRATA6,Dec,COOKER HOODS,INTEGRATA6,Elica 5414601 60cm Integrata,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,60.35,126.99,60.35,99.17,38.82,39.14,MATCH
428,383,DLN77AC60B,Dec,COOKER HOODS,DLN77AC60B,Bosch Series 6 70cm Black Canopy,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,387.05,580.49,387.05,532.5,145.45,27.31,MATCH
429,341,CLA60EICR/C,Dec,COOKERS,CLA60EICR/C,128130 CLASSIC 60 INDUCTION,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,575.45,849.49,575.45,540.83,-34.62,-6.4,MATCH
430,339,CLA60DFFBL/128080,Dec,COOKERS,CLA60DFFBL/128080,CLASSIC 60 DF,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,511.7,764.49,511.7,499.17,-12.53,-2.51,MATCH
431,340,CLA60EIBL/C,Dec,COOKERS,CLA60EIBL/C,128120 CLASSIC 60 INDUCTION,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,575.45,849.49,575.45,582.5,7.05,1.21,MATCH
432,300,BFSE62MFIX,Dec,COOKERS,BFSE62MFIX,Belling St/St 60cm Ceramic Top,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,389.0,579.95,389.0,457.5,68.5,14.97,MATCH
433,487,FA050UK,Dec,COOLING FANS,FA050UK,Shark Hydrogo Fan,PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,86.03,123.99,172.06,158.32,-13.74,-8.68,MATCH
434,26,12031840,Dec,CYLINDER VACS,12031840,(New) Miele Complete C3 Autumn,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,129.36,269.0,129.36,149.17,19.81,13.28,MATCH
435,27,12034070,Dec,CYLINDER VACS,12034070,Miele Red Blizzard CX1 Cat & Dog,PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,218.93,439.0,437.86,681.67,243.81,35.77,MATCH
436,374,DEX214F,Dec,DEHUMIDIFER,DEX214F,DELONGHI 14LITRE/24HOURS,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,134.75,228.99,134.75,165.83,31.08,18.74,MATCH
437,375,DEXD216RF,Dec,DEHUMIDIFER,DEXD216RF,Delonghi 16L Dehiumidifier,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,165.85,271.99,165.85,232.5,66.65,28.67,MATCH
438,373,DEX212SF,Dec,DEHUMIDIFER,DEX212SF,Delonghi 12L Dehumidifier,PRODUCT,3,2,POSITIVE_SALES_ACTIVITY,142.12,237.99,284.24,287.5,3.26,1.13,MATCH
439,370,DELIVERY-CHLOCAL,Dec,DELIVERY CHARGE,DELIVERY-CHLOCAL,DELIVERY CHARGE,PRODUCT,-14,3,POSITIVE_SALES_ACTIVITY,0.0,0.49,0.0,34.17,34.17,100.0,MATCH
440,369,DELIVERY,Dec,DELIVERY CHARGE,Delivery,WEB DELIVERY CHARGE,SERVICE_CHARGE,-26,5,POSITIVE_SALES_ACTIVITY,0.0,5.99,0.0,10.01,10.01,100.0,MATCH
441,369,DELIVERY,Dec,DELIVERY CHARGE,DELIVERY,Web Delivery Charge,SERVICE_CHARGE,-9,4,POSITIVE_SALES_ACTIVITY,0.01,21.49,0.04,33.33,33.29,99.88,MATCH
442,1295,W7FHS51XUKWHIRLPOOL,Dec,DISHWASHERS,W7FHS51XUKWhirlpool,Dishwasher Maxi Space,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,403.11,594.49,403.11,490.83,87.72,17.87,MATCH
443,518,G5811SCCLS,Dec,DISHWASHERS,G5811SCCLS,Miele 12864970 St/St Dishwasher,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,635.8,959.99,635.8,739.58,103.78,14.03,MATCH
444,1246,U1ACE2AG3BNEFF,Dec,DOUBLE OVENS,U1ACE2AG3BNeff,N50 Graphite Double Oven,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,582.42,878.99,582.42,632.5,50.08,7.92,MATCH
445,390,DUB1002,Dec,ELECTRIC BLANKETS,DUB1002,Dimplex Double Underblanket,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,23.92,38.49,23.92,33.33,9.41,28.23,MATCH
446,378,DFB2003,Dec,ELECTRIC BLANKETS,DFB2003,Dimplex Double Dual Ctrl Fleece,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,47.86,76.49,47.86,56.25,8.39,14.92,MATCH
447,379,DFB2004,Dec,ELECTRIC BLANKETS,DFB2004,Dimplex King Fleece Dual Ctrl,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,53.18,84.99,53.18,70.79,17.61,24.88,MATCH
448,489,FB523RGRW,Dec,FITNESS,FB523RGRW,Fitbit Versa 4 Pink Sand/Copper,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,131.43,194.99,131.43,149.17,17.74,11.89,MATCH
449,488,FB424BKLV,Dec,FITNESS,FB424BKLV,Fitbit Inspire 3 Lilac Bliss,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,63.72,84.49,63.72,49.99,-13.73,-27.47,MATCH
450,3,010-02784-01,Dec,FITNESS,010-02784-01,Garmin Venu 3 Smartwatch - Slate,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,269.51,415.99,269.51,290.83,21.32,7.33,MATCH
451,2,010-02784-00,Dec,FITNESS,010-02784-00,Garmin Venu 3 Smartwatch - Silver,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,269.48,269.99,269.48,307.5,38.02,12.36,MATCH
452,810,MWWP3QA/A,Dec,FITNESS,MWWP3QA/A,Apple Watch S10 46mm Black Case,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,334.19,407.49,334.19,249.17,-85.02,-34.12,MATCH
453,1033,RK1568UK,Dec,FOOD PREP,RK1568UK,Tefal 2.2L Rice Cooker,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,20.72,42.49,20.72,30.83,10.11,32.79,MATCH
454,778,MG510,Dec,FOOD PREP,MG510,Kenwood Food Mincer,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,77.73,129.99,77.73,104.17,26.44,25.38,MATCH
455,47,21140,Dec,FOOD PREP,21140,Russell Hobbs Food Steamer,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,23.32,38.49,23.32,24.99,1.67,6.68,MATCH
456,35,15199,Dec,FOOD PREP,15199,Russell Hobbs 2 Plate Portable Hob,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,29.99,49.49,29.99,24.99,-5.0,-20.01,MATCH
457,734,KVL4100S,Dec,FOOD PREP,KVL4100S,Kenwood Chef XL Silver 1200W,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,232.37,381.99,232.37,233.33,0.96,0.41,MATCH
458,148,501022,Dec,FOOD PREP,501022,Morphy Richards St/St Soup Maker,PRODUCT,9,1,POSITIVE_SALES_ACTIVITY,37.19,84.99,37.19,53.33,16.14,30.26,MATCH
459,721,KN650A,Dec,FOOD PREP,KN650A,Kenwood Electric Knife | KN650A,PRODUCT,-7,5,POSITIVE_SALES_ACTIVITY,15.37,29.99,76.85,123.3,46.45,37.67,MATCH
460,39,19750,Dec,FOOD PREP,19750,Russell Hobbs Rice Cooker 1.8Ltr,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,23.32,38.49,23.32,20.83,-2.49,-11.95,MATCH
461,101,300300,Dec,FOOD PREP,300300,"MR Crystal Clear 2400watt, Precision",PRODUCT,2,4,POSITIVE_SALES_ACTIVITY,15.93,21.49,63.72,78.31,14.59,18.63,MATCH
462,735,KVL65.001WHKENWOOD,Dec,FOOD PREP,KVL65.001WHKenwood,CHEF BAKER XL,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,259.14,509.49,259.14,257.5,-1.64,-0.64,MATCH
463,311,BN800UK,Dec,FOOD PREP,BN800UK,NINJA 3 IN 1 FOOD,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,135.98,203.49,135.98,120.83,-15.15,-12.54,MATCH
464,306,BL841140,Dec,FOOD PREP,BL841140,TEFAL EASY SOUP MAKER,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,51.31,85.49,51.31,53.33,2.02,3.79,MATCH
465,838,OG701UK,Dec,FOOD PREP,OG701UK,Ninja Woodfire Grill,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,237.97,356.49,237.97,149.17,-88.8,-59.53,MATCH
466,318,BWM520BSS,Dec,FOOD PREP,BWM520BSS,Sage No Mess Waffle Maker,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,69.96,114.99,69.96,82.5,12.54,15.2,MATCH
467,771,MC1001UK,Dec,FOOD PREP,MC1001UK,Ninja 8-in-1 Slow Cooker,PRODUCT,0,3,POSITIVE_SALES_ACTIVITY,101.99,152.49,305.97,348.33,42.36,12.16,MATCH
468,244,ADD4902BK/1PHILIPS,Dec,FOOD PREP,ADD4902BK/1Philips,GoZero Soda Maker + 1 btl &,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,60.74,92.99,60.74,74.17,13.43,18.11,MATCH
469,248,AF140UK,Dec,FOOD PREP,AF140UK,Ninja Air Fryer PRO 4.7L,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,70.83,131.99,70.83,82.5,11.67,14.15,MATCH
470,789,MQ55236M,Dec,FOOD PREP,MQ55236M,Braun Multiquick 5 Pro Hand Blender,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,41.45,93.49,41.45,46.67,5.22,11.18,MATCH
471,772,MC1101UK,Dec,FOOD PREP,MC1101UK,Ninja Foodi 8-mode 6L,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,79.32,118.49,79.32,99.17,19.85,20.02,MATCH
472,245,ADD915/10,Dec,FOOD PREP,ADD915/10,Philips Sodamaker CO2 Cylinder,PRODUCT,20,1,POSITIVE_SALES_ACTIVITY,15.33,24.99,15.33,20.83,5.5,26.4,MATCH
473,505,FN101UKSG,Dec,FOOD PREP,FN101UKSG,Ninja Crispi 4 in 1 Glass Airfryer,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,92.43,173.49,92.43,103.33,10.9,10.55,MATCH
474,686,KGE49AICAG,Dec,FRIDGE FREEZERS,KGE49AICAG,*Bosch St/St 201x70 Fridge Freezer,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,499.99,827.99,499.99,582.5,82.51,14.16,MATCH
475,605,IB55732BUK,Dec,FRIDGE FREEZERS,IB55732BUK,Indesit Black 1824 x 550 Fridge,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,230.35,339.49,230.35,307.5,77.15,25.09,MATCH
476,756,LNT5ME32W1ELECTROLUX,Dec,FRIDGE FREEZERS,LNT5ME32W1Electrolux,White 185cm Fridge,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,369.91,649.99,369.91,374.99,5.08,1.35,MATCH
477,614,INK25322W4UINDESIT,Dec,FRIDGE FREEZERS,INK25322W4UIndesit,1835 x 595 White 70/30,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,291.33,429.99,291.33,290.83,-0.5,-0.17,MATCH
478,923,P450TTIBLM,Dec,FRIDGES,P450TTIBLM,Powerpoint Table Top Fridge with ice,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,57.8,135.49,57.8,95.83,38.03,39.68,MATCH
479,925,P45514MLW-EPOWERPOINT,Dec,FRIDGES,P45514MLW-EPowerpoint,540 x 1441 White Tall,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,170.0,248.99,170.0,208.33,38.33,18.4,MATCH
480,70,24570,Dec,FRYERS,24570,DEEP FAT FRYER,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,31.24,49.99,31.24,35.83,4.59,12.81,MATCH
481,71,24580,Dec,FRYERS,24580,Russell Hobbs Digital Deep Fryer,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,51.82,84.99,103.64,115.0,11.36,9.88,MATCH
482,252,AF400UK,Dec,FRYERS,AF400UK,Ninja Foodi Max Dual Zon Fryer 9.5L,PRODUCT,3,0,ZERO_UNIT_FINANCIAL_ADJUSTMENT,157.16,254.49,0.0,0.01,0.01,100.0,MATCH
483,1120,SL400UK,Dec,FRYERS,SL400UK,Ninja Double Stacked Air Fryer,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,181.31,271.49,181.31,158.33,-22.98,-14.51,MATCH
484,418,DZ400UK,Dec,FRYERS,DZ400UK,Ninja MAX 6-in-1 Dual Zone Air Fryer,PRODUCT,3,3,POSITIVE_SALES_ACTIVITY,160.45,249.0,481.35,396.67,-84.68,-21.35,MATCH
485,417,DZ300UK,Dec,FRYERS,DZ300UK,Ninja 6-in-1 Dual Zone Air Fryer 7.6L,PRODUCT,3,2,POSITIVE_SALES_ACTIVITY,141.66,222.99,283.32,199.98,-83.34,-41.67,MATCH
486,482,EY901HG0,Dec,FRYERS,EY901HG0,"Easy Fry Dual Air Fryer - Coal, 8.3L",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,53.04,86.49,53.04,70.0,16.96,24.23,MATCH
487,689,KGS64362XX,Dec,GAS HOBS,KGS64362XX,Electrolux 60cm St/St Slimline Gas,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,170.73,299.99,170.73,199.17,28.44,14.28,MATCH
488,952,PPM9A6I40,Dec,GAS HOBS,PPM9A6I40,Bosch 90cm Black Glass Gas Hob,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,424.83,646.99,424.83,582.5,157.67,27.07,MATCH
489,361,D3010,Dec,HAIRCARE,D3010,Remington Hair Dryer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,11.24,19.99,11.24,14.99,3.75,25.02,MATCH
490,1057,S8500,Dec,HAIRCARE,S8500,Remington Shine Therapy,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,24.87,40.99,24.87,24.17,-0.7,-2.9,MATCH
491,572,HD440SLUK,Dec,HAIRCARE,HD440SLUK,Shark FlexStyle 5-in-1 Air Styler &,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,211.45,305.99,211.45,216.66,5.21,2.4,MATCH
492,827,NE3890,Dec,HAIRCARE,NE3890,Remington U51 Male Trimmer Kit,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,10.36,16.99,20.72,20.82,0.1,0.48,MATCH
493,181,561727-01,Dec,HAIRCARE,561727-01,Dyson Supersonic Nural Strawberry,PRODUCT,2,-1,NEGATIVE_SALES_ACTIVITY,316.66,399.99,-270.11,-332.5,-62.39,18.76,SOURCE_ADJUSTMENT
494,570,HD436SLUK,Dec,HAIRCARE,HD436SLUK,Shark Flexstyle 4 in 1 Air Styler &,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,170.33,245.99,170.33,133.33,-37.0,-27.75,MATCH
495,575,HD731UK,Dec,HAIRCARE,HD731UK,Shark SpeedStyle Pro 3 in 1 Hair,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,120.44,190.49,120.44,103.33,-17.11,-16.56,MATCH
496,187,601857-01,Dec,HAIRCARE,601857-01,Dyson Airwrap Ceramic Pink / Rose,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,379.99,479.99,374.45,399.17,24.72,6.19,SOURCE_ADJUSTMENT
497,186,598961-01,Dec,HAIRCARE,598961-01,Dyson Airstrait Rose Gold & Pink,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,356.24,449.99,332.11,249.17,-82.94,-33.29,SOURCE_ADJUSTMENT
498,569,HD301UK,Dec,HAIRCARE,HD301UK,Shark SppedStyle Hair Dryer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,70.83,110.99,70.83,83.33,12.5,15.0,MATCH
499,1353,WHCH520LCESONY,Dec,HEADPHONES,WHCH520LCESony,Over Ear Headphones Blue,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,31.07,50.99,31.07,29.16,-1.91,-6.55,MATCH
500,1346,WH1000XM5BSONY,Dec,HEADPHONES,WH1000XM5BSony,Black Mark 5 Heaphones,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,217.66,335.99,217.66,165.83,-51.83,-31.25,MATCH
